state,pollster,start_date,end_date,sample_size,Trump,Harris,Other
Michigan,Fabrizio/McLaughlin,2024-10-06,2024-10-09,800.0,49.0,48.0,3.0
Michigan,Focaldata,2024-08-06,2024-08-16,702.0,44.23333333333333,51.300000000000004,4.466666666666669
Michigan,Focaldata,2024-09-03,2024-09-16,1114.0,47.6425,49.6,2.7575000000000003
Michigan,Global Strategy Group/North Star Opinion Research,2024-09-23,2024-09-29,404.0,48.5,46.5,5.0
Michigan,InsiderAdvantage,2024-10-08,2024-10-09,800.0,48.0,46.0,6.0
Michigan,InsiderAdvantage,2024-09-11,2024-09-12,800.0,48.6,48.0,3.3999999999999986
Michigan,InsiderAdvantage,2024-10-26,2024-10-27,800.0,48.5,47.9,3.6000000000000014
Michigan,InsiderAdvantage,2024-08-06,2024-08-08,800.0,47.0,49.0,4.0
Michigan,Marist,2024-09-12,2024-09-17,1138.0,47.0,52.0,1.0
Michigan,Marist,2024-09-12,2024-09-17,1282.0,47.0,50.0,3.0
Michigan,Morning Consult,2024-08-30,2024-09-08,1368.0,46.12,49.19,4.690000000000005
Michigan,Morning Consult,2024-08-23,2024-08-26,702.0,46.0,48.5,5.5
Michigan,Morning Consult,2024-08-23,2024-08-26,651.0,47.0,49.0,4.0
Michigan,Morning Consult,2024-09-19,2024-09-25,800.0,46.5,50.0,3.5
Michigan,Morning Consult,2024-09-19,2024-09-25,894.0,46.0,49.0,5.0
Michigan,Morning Consult,2024-10-06,2024-10-15,1065.0,47.0,49.0,4.0
Michigan,Morning Consult,2024-10-16,2024-10-20,705.0,46.0,49.5,4.5
Michigan,Morning Consult,2024-10-16,2024-10-20,756.0,45.5,47.5,7.0
Michigan,Morning Consult,2024-07-24,2024-07-28,706.0,40.5,52.0,7.5
Michigan,Morning Consult,2024-09-09,2024-09-18,1297.0,44.46,51.97,3.5700000000000003
Michigan,Navigator,2024-07-31,2024-08-08,600.0,45.0,45.5,9.5
Michigan,OnMessage Inc.,2024-09-24,2024-10-02,500.0,46.0,48.0,6.0
Michigan,Patriot Polling,2024-09-01,2024-09-03,822.0,47.6,48.4,4.0
Michigan,Patriot Polling,2024-10-24,2024-10-26,796.0,50.0,49.0,1.0
Michigan,Public Opinion Strategies,2024-07-23,2024-07-29,400.0,45.0,45.0,10.0
Michigan,RMG Research,2024-09-24,2024-09-27,789.0,47.0,50.0,3.0
Michigan,RMG Research,2024-10-10,2024-10-16,789.0,49.0,49.0,2.0
Michigan,Redfield & Wilton Strategies,2024-10-20,2024-10-22,1115.0,47.0,47.0,6.0
Michigan,Redfield & Wilton Strategies,2024-09-27,2024-10-02,839.0,46.0,48.0,6.0
Michigan,Redfield & Wilton Strategies,2024-09-06,2024-09-09,556.0,45.0,48.0,7.0
Michigan,Redfield & Wilton Strategies,2024-10-12,2024-10-14,682.0,47.0,47.0,6.0
Michigan,Redfield & Wilton Strategies,2024-10-25,2024-10-27,728.0,48.0,49.0,3.0
Michigan,Redfield & Wilton Strategies,2024-07-22,2024-07-24,512.0,44.0,41.0,15.0
Michigan,Redfield & Wilton Strategies,2024-08-25,2024-08-28,761.0,44.0,47.0,9.0
Michigan,Redfield & Wilton Strategies,2024-10-16,2024-10-18,1008.0,47.0,47.0,6.0
Michigan,Redfield & Wilton Strategies,2024-07-31,2024-08-03,771.0,42.0,41.0,17.0
Michigan,Redfield & Wilton Strategies,2024-08-12,2024-08-15,530.0,45.0,44.0,11.0
Michigan,Redfield & Wilton Strategies,2024-09-16,2024-09-19,993.0,45.0,46.0,9.0
Michigan,Remington,2024-09-16,2024-09-20,800.0,47.0,49.0,4.0
Michigan,Siena/NYT,2024-08-05,2024-08-08,619.0,45.0,46.75,8.25
Michigan,Siena/NYT,2024-09-21,2024-09-26,688.0,46.5,45.5,8.0
Michigan,SoCal Strategies,2024-10-11,2024-10-13,692.0,48.0,49.0,3.0
Michigan,Suffolk,2024-09-16,2024-09-18,500.0,45.4,47.6,7.0
Michigan,Suffolk,2024-10-24,2024-10-27,500.0,47.4,47.0,5.600000000000001
Michigan,TIPP,2024-08-20,2024-08-22,1001.0,43.0,45.05,11.950000000000003
Michigan,TIPP,2024-08-20,2024-08-22,741.0,45.4,47.599999999999994,7.000000000000007
Michigan,Trafalgar Group,2024-09-28,2024-09-30,1086.0,46.9,44.7,8.399999999999999
Michigan,Trafalgar Group,2024-08-28,2024-08-30,1089.0,47.0,46.6,6.399999999999999
Michigan,Trafalgar Group,2024-10-18,2024-10-20,1090.0,46.0,44.2,9.799999999999997
Michigan,Washington Post/George Mason University,2024-09-30,2024-10-15,687.0,47.0,47.5,5.5
Michigan,YouGov,2024-09-03,2024-09-06,1077.0,49.0,50.0,1.0
Michigan,YouGov,2024-08-15,2024-08-23,500.0,42.5,44.0,13.5
Michigan,Susquehanna,2024-10-23,2024-10-27,400.0,46.6,51.7,1.6999999999999957
Michigan,Quinnipiac,2024-10-17,2024-10-21,1136.0,46.0,49.5,4.5
Michigan,Quinnipiac,2024-09-12,2024-09-16,905.0,45.5,50.5,4.0
Michigan,Quinnipiac,2024-10-03,2024-10-07,1007.0,50.5,47.0,2.5
Michigan,SoCal Research,2024-07-25,2024-07-26,500.0,49.0,46.0,5.0
Michigan,co/efficient,2024-09-04,2024-09-06,931.0,47.0,47.0,6.0
Michigan,EPIC/MRA,2024-08-23,2024-08-26,600.0,46.5,45.5,8.0
Michigan,Fabrizio Ward,2024-08-19,2024-08-21,400.0,45.5,45.0,9.5
Michigan,Glengariff Group Inc.,2024-10-01,2024-10-04,600.0,44.2,46.8,9.0
Michigan,Glengariff Group Inc.,2024-07-22,2024-07-24,600.0,41.46666666666666,41.6,16.933333333333337
Michigan,Glengariff Group Inc.,2024-08-26,2024-08-28,600.0,44.7,43.5,11.799999999999997
Michigan,Glengariff Group Inc.,2024-10-22,2024-10-24,600.0,43.7,46.7,9.599999999999994
Michigan,MRG (Marketing Resource Group),2024-10-07,2024-10-11,600.0,44.0,44.9,11.100000000000001
Michigan,Michigan State University/YouGov,2024-09-23,2024-10-10,845.0,47.6,52.4,0.0
Michigan,Mitchell,2024-09-11,2024-09-11,580.0,47.0,47.5,5.5
Michigan,Mitchell,2024-09-30,2024-09-30,709.0,48.0,47.5,4.5
Michigan,Mitchell,2024-10-14,2024-10-14,589.0,47.75,47.2,5.049999999999997
Michigan,Quantus Insights,2024-10-26,2024-10-28,844.0,48.5,49.2,2.299999999999997
Michigan,RG Strategies,2024-09-19,2024-09-23,400.0,45.0,51.0,4.0
Michigan,Research Co.,2024-10-05,2024-10-07,450.0,48.0,51.0,1.0
Michigan,University of Massachusetts Lowell/YouGov,2024-09-11,2024-09-19,650.0,43.0,48.0,9.0
Michigan,Z to A Research,2024-08-23,2024-08-26,500.0,47.0,47.0,6.0
Minnesota,ActiVote,2024-09-10,2024-10-09,400.0,47.1,52.9,0.0
Minnesota,Beacon/Shaw,2024-07-22,2024-07-24,1071.0,44.5,49.5,6.0
Minnesota,CES / YouGov,2024-10-01,2024-10-25,1275.0,43.0,53.0,4.0
Minnesota,CES / YouGov,2024-10-01,2024-10-25,1278.0,44.0,52.0,4.0
Minnesota,Morning Consult,2024-08-30,2024-09-08,501.0,44.28,50.92,4.799999999999997
Minnesota,Morning Consult,2024-09-09,2024-09-18,517.0,43.0,49.56,7.439999999999998
Minnesota,Redfield & Wilton Strategies,2024-09-27,2024-10-02,551.0,43.0,51.0,6.0
Minnesota,Redfield & Wilton Strategies,2024-09-06,2024-09-09,617.0,44.0,51.0,5.0
Minnesota,Redfield & Wilton Strategies,2024-10-12,2024-10-14,544.0,43.0,51.0,6.0
Minnesota,Redfield & Wilton Strategies,2024-07-22,2024-07-24,475.0,41.0,44.0,15.0
Minnesota,Redfield & Wilton Strategies,2024-08-25,2024-08-28,426.0,42.0,51.0,7.0
Minnesota,Redfield & Wilton Strategies,2024-07-31,2024-08-03,538.0,41.0,46.0,13.0
Minnesota,Redfield & Wilton Strategies,2024-08-12,2024-08-15,475.0,40.0,47.0,13.0
Minnesota,Redfield & Wilton Strategies,2024-09-16,2024-09-19,703.0,44.0,50.0,6.0
Minnesota,Mason-Dixon,2024-09-16,2024-09-18,800.0,43.0,48.0,9.0
Minnesota,Embold Research,2024-10-16,2024-10-22,1734.0,45.1,47.7,7.199999999999996
Minnesota,Embold Research,2024-09-04,2024-09-08,1616.0,44.6,48.8,6.600000000000001
Minnesota,SurveyUSA,2024-09-23,2024-09-26,646.0,44.0,50.0,6.0
Minnesota,SurveyUSA,2024-07-23,2024-07-25,656.0,40.0,50.0,10.0
Minnesota,SurveyUSA,2024-10-24,2024-10-28,728.0,43.0,51.0,6.0
Minnesota,SurveyUSA,2024-08-27,2024-08-29,635.0,43.0,48.0,9.0
Missouri,ActiVote,2024-10-06,2024-10-27,400.0,58.0,42.0,0.0
Missouri,ActiVote,2024-07-25,2024-08-22,400.0,58.7,41.3,0.0
Missouri,ActiVote,2024-09-08,2024-10-10,400.0,57.2,42.8,0.0
Missouri,Emerson,2024-09-12,2024-09-13,850.0,55.2,43.4,1.3999999999999986
Missouri,YouGov,2024-08-08,2024-08-16,900.0,54.0,41.0,5.0
Missouri,Change Research,2024-09-11,2024-09-13,1237.0,50.0,41.0,9.0
Missouri,GQR,2024-09-06,2024-09-12,645.0,55.0,44.0,1.0
Montana,Emerson,2024-08-05,2024-08-06,1000.0,55.5,40.75,3.75
Montana,Emerson,2024-10-23,2024-10-25,1000.0,58.6,39.6,1.7999999999999972
Montana,RMG Research,2024-08-06,2024-08-14,540.0,57.0,39.0,4.0
Montana,RMG Research,2024-09-12,2024-09-19,491.0,59.0,38.0,3.0
Montana,Remington,2024-09-16,2024-09-20,800.0,56.0,39.0,5.0
Montana,Siena/NYT,2024-10-05,2024-10-08,656.0,56.5,39.0,4.5
Montana,American Pulse,2024-08-10,2024-08-12,538.0,51.7,37.8,10.5
Montana,Fabrizio/David Binder Research,2024-08-25,2024-08-29,600.0,56.0,41.0,3.0
Montana,MSU - Billings,2024-09-30,2024-10-16,760.0,52.0,34.0,14.0
Nebraska,Bullfinch,2024-09-27,2024-10-01,400.0,53.0,42.0,5.0
Nebraska,Siena/NYT,2024-10-23,2024-10-26,1194.0,54.0,39.25,6.75
Nebraska,YouGov,2024-10-21,2024-10-28,1206.0,55.0,40.0,5.0
Nebraska,Global Strategy Group,2024-08-26,2024-08-29,600.0,54.0,37.0,9.0
Nebraska,SurveyUSA,2024-09-20,2024-09-23,558.0,56.0,40.0,4.0
Nebraska,SurveyUSA,2024-08-23,2024-08-27,1293.0,54.0,37.0,9.0
Nebraska,Change Research,2024-10-18,2024-10-21,815.0,55.0,41.0,4.0
Nebraska,Change Research,2024-10-03,2024-10-08,895.0,58.0,38.0,4.0
Nebraska,Torchlight Strategies,2024-10-05,2024-10-08,600.0,57.0,37.0,6.0
Nebraska,Impact Research,2024-10-01,2024-10-03,600.0,58.0,38.0,4.0
Nebraska CD-1,YouGov,2024-10-21,2024-10-28,408.0,51.0,43.0,6.0
Nebraska CD-2,CNN/SSRS,2024-09-20,2024-09-25,749.0,42.0,53.0,5.0
Nebraska CD-2,Remington,2024-08-14,2024-08-17,656.0,42.0,50.0,8.0
Nebraska CD-2,Siena/NYT,2024-09-24,2024-09-26,680.0,42.0,50.75,7.25
Nebraska CD-2,Siena/NYT,2024-10-23,2024-10-26,500.0,41.5,53.5,5.0
Nebraska CD-2,YouGov,2024-10-21,2024-10-28,393.0,44.0,52.0,4.0
Nebraska CD-2,SurveyUSA,2024-08-23,2024-08-27,507.0,42.0,47.0,11.0
Nebraska CD-2,Change Research,2024-08-10,2024-08-17,437.0,42.0,47.0,11.0
Nebraska CD-3,YouGov,2024-10-21,2024-10-28,404.0,70.0,25.0,5.0
Nevada,AtlasIntel,2024-10-12,2024-10-17,1171.0,48.349999999999994,48.25,3.4000000000000057
Nevada,AtlasIntel,2024-10-25,2024-10-29,1083.0,48.45,47.55,4.0
Nevada,AtlasIntel,2024-09-20,2024-09-25,858.0,47.7,50.55,1.75
Nevada,Beacon/Shaw,2024-08-23,2024-08-26,1026.0,47.0,49.0,4.0
Nevada,Benenson Strategy Group/GS Strategy Group,2024-07-26,2024-08-02,403.0,47.5,43.5,9.0
Nevada,Benenson Strategy Group/GS Strategy Group,2024-09-19,2024-09-25,409.0,47.0,48.0,5.0
Nevada,CES / YouGov,2024-10-01,2024-10-25,933.0,47.0,51.0,2.0
Nevada,CES / YouGov,2024-10-01,2024-10-25,940.0,44.0,53.0,3.0
Nevada,CNN/SSRS,2024-08-23,2024-08-29,626.0,47.0,48.0,5.0
Nevada,CNN/SSRS,2024-10-21,2024-10-26,683.0,48.0,47.0,5.0
Nevada,Emerson,2024-10-05,2024-10-08,900.0,48.1,49.2,2.6999999999999957
Nevada,Emerson,2024-08-25,2024-08-28,1168.0,48.8,49.4,1.8000000000000043
Nevada,Emerson,2024-09-15,2024-09-18,895.0,49.0,48.8,2.200000000000003
Nevada,Fabrizio/GBAO,2024-09-28,2024-10-08,600.0,48.0,42.5,9.5
Nevada,Fabrizio/Impact,2024-10-08,2024-10-15,600.0,48.0,46.5,5.5
Nevada,Fabrizio/McLaughlin,2024-10-06,2024-10-09,800.0,50.0,47.0,3.0
Nevada,Focaldata,2024-08-06,2024-08-16,678.0,42.56666666666666,50.166666666666664,7.266666666666673
Nevada,Focaldata,2024-09-03,2024-09-16,1038.0,47.175,50.5,2.325000000000003
Nevada,Global Strategy Group/North Star Opinion Research,2024-09-23,2024-09-29,407.0,47.0,47.5,5.5
Nevada,InsiderAdvantage,2024-10-19,2024-10-20,800.0,47.9,47.7,4.399999999999999
Nevada,InsiderAdvantage,2024-08-29,2024-08-31,800.0,47.9,46.5,5.600000000000001
Nevada,InsiderAdvantage,2024-09-29,2024-09-30,800.0,49.3,48.4,2.3000000000000043
Nevada,Morning Consult,2024-08-30,2024-09-08,516.0,48.45,47.58,3.969999999999999
Nevada,Morning Consult,2024-08-23,2024-08-26,450.0,45.0,48.5,6.5
Nevada,Morning Consult,2024-08-23,2024-08-26,416.0,46.0,49.0,5.0
Nevada,Morning Consult,2024-09-19,2024-09-25,516.0,44.5,51.0,4.5
Nevada,Morning Consult,2024-09-19,2024-09-25,574.0,44.5,47.5,8.0
Nevada,Morning Consult,2024-10-06,2024-10-15,496.0,45.0,49.0,6.0
Nevada,Morning Consult,2024-10-16,2024-10-20,420.0,48.0,48.5,3.5
Nevada,Morning Consult,2024-10-16,2024-10-20,449.0,47.5,48.5,4.0
Nevada,Morning Consult,2024-07-24,2024-07-28,454.0,44.0,45.0,11.0
Nevada,Morning Consult,2024-09-09,2024-09-18,474.0,46.53,50.87,2.6000000000000014
Nevada,Noble Predictive Insights,2024-09-09,2024-09-16,692.0,47.0,47.5,5.5
Nevada,Noble Predictive Insights,2024-09-09,2024-09-16,812.0,44.0,47.0,9.0
Nevada,OnMessage Inc.,2024-09-24,2024-10-02,500.0,47.0,45.0,8.0
Nevada,OnMessage Inc.,2024-10-19,2024-10-22,600.0,50.0,47.0,3.0
Nevada,Patriot Polling,2024-09-01,2024-09-03,788.0,47.0,46.8,6.200000000000003
Nevada,Public Opinion Strategies,2024-07-23,2024-07-29,400.0,46.0,45.0,9.0
Nevada,RMG Research,2024-09-30,2024-10-03,782.0,49.0,49.0,2.0
Nevada,Redfield & Wilton Strategies,2024-10-20,2024-10-22,540.0,47.0,46.0,7.0
Nevada,Redfield & Wilton Strategies,2024-09-27,2024-10-02,514.0,47.0,48.0,5.0
Nevada,Redfield & Wilton Strategies,2024-09-06,2024-09-09,698.0,46.0,45.0,9.0
Nevada,Redfield & Wilton Strategies,2024-10-12,2024-10-14,838.0,47.0,47.0,6.0
Nevada,Redfield & Wilton Strategies,2024-10-25,2024-10-27,531.0,47.0,47.0,6.0
Nevada,Redfield & Wilton Strategies,2024-07-22,2024-07-24,435.0,45.0,43.0,12.0
Nevada,Redfield & Wilton Strategies,2024-08-25,2024-08-28,490.0,47.0,47.0,6.0
Nevada,Redfield & Wilton Strategies,2024-10-16,2024-10-18,529.0,47.0,46.0,7.0
Nevada,Redfield & Wilton Strategies,2024-07-31,2024-08-03,470.0,40.0,40.0,20.0
Nevada,Redfield & Wilton Strategies,2024-08-12,2024-08-15,536.0,43.0,42.0,15.0
Nevada,Redfield & Wilton Strategies,2024-09-16,2024-09-19,652.0,45.0,45.0,10.0
Nevada,Remington,2024-09-16,2024-09-20,800.0,49.0,48.0,3.0
Nevada,Siena/NYT,2024-08-12,2024-08-15,677.0,46.75,44.75,8.5
Nevada,Strategies 360,2024-08-07,2024-08-14,350.0,42.0,48.0,10.0
Nevada,TIPP,2024-09-23,2024-09-25,736.0,48.2,49.45,2.3499999999999943
Nevada,TIPP,2024-09-23,2024-09-25,1044.0,43.599999999999994,47.8,8.600000000000009
Nevada,Trafalgar Group,2024-09-11,2024-09-13,1079.0,43.5,45.3,11.200000000000003
Nevada,Trafalgar Group,2024-10-25,2024-10-28,1082.0,47.6,47.8,4.600000000000001
Nevada,Trafalgar Group,2024-08-06,2024-08-08,1087.0,48.2,44.8,7.0
Nevada,Trafalgar Group,2024-10-10,2024-10-13,1088.0,44.8,45.6,9.600000000000001
Nevada,Washington Post/George Mason University,2024-09-30,2024-10-15,652.0,46.0,47.5,6.5
Nevada,Tarrance,2024-09-16,2024-09-19,600.0,44.0,47.0,9.0
Nevada,Quantus Insights,2024-09-23,2024-09-25,628.0,48.8,47.7,3.5
New Hampshire,CES / YouGov,2024-10-01,2024-10-25,375.0,45.0,52.0,3.0
New Hampshire,CES / YouGov,2024-10-01,2024-10-25,380.0,45.0,52.0,3.0
New Hampshire,Emerson,2024-07-26,2024-07-28,1000.0,44.5,50.05,5.450000000000003
New Hampshire,Emerson,2024-10-21,2024-10-23,915.0,47.2,50.9,1.8999999999999986
New Hampshire,U. New Hampshire,2024-07-23,2024-07-25,2875.0,44.5,51.0,4.5
New Hampshire,U. New Hampshire,2024-09-12,2024-09-16,1695.0,43.0,54.0,3.0
New Hampshire,U. New Hampshire,2024-08-15,2024-08-19,2048.0,45.0,51.0,4.0
New Hampshire,University of Massachusetts Lowell/YouGov,2024-10-02,2024-10-10,600.0,41.0,50.0,9.0
New Hampshire,Dartmouth Poll,2024-10-05,2024-10-18,2211.0,37.7,58.5,3.799999999999997
New Hampshire,Praecones Analytica,2024-10-24,2024-10-26,622.0,50.2,49.8,0.0
New Hampshire,St. Anselm,2024-09-11,2024-09-12,2241.0,43.0,51.0,6.0
New Hampshire,St. Anselm,2024-10-01,2024-10-02,2104.0,44.0,51.0,5.0
New Hampshire,St. Anselm,2024-07-24,2024-07-25,2083.0,44.0,50.0,6.0
New Hampshire,St. Anselm,2024-08-13,2024-08-14,1656.0,44.0,51.0,5.0
New Jersey,Cygnal,2024-10-23,2024-10-24,600.0,40.3,51.8,7.900000000000006
New Jersey,ActiVote,2024-09-04,2024-10-02,400.0,44.0,56.0,0.0
New Jersey,ActiVote,2024-10-02,2024-10-28,400.0,43.1,56.9,0.0
New Jersey,Rutgers-Eagleton,2024-10-15,2024-10-22,451.0,35.0,55.0,10.0
New Jersey,Rutgers-Eagleton,2024-10-15,2024-10-22,478.0,37.0,51.0,12.0
New Mexico,Emerson,2024-08-20,2024-08-22,965.0,43.3,52.3,4.400000000000006
New Mexico,Redfield & Wilton Strategies,2024-09-06,2024-09-09,521.0,44.0,49.0,7.0
New Mexico,Redfield & Wilton Strategies,2024-10-12,2024-10-14,382.0,45.0,49.0,6.0
New Mexico,Redfield & Wilton Strategies,2024-08-25,2024-08-28,488.0,40.0,47.0,13.0
New Mexico,Redfield & Wilton Strategies,2024-07-31,2024-08-03,493.0,37.0,44.0,19.0
New Mexico,Redfield & Wilton Strategies,2024-08-12,2024-08-15,453.0,41.0,47.0,12.0
New Mexico,SurveyUSA,2024-09-12,2024-09-18,619.0,42.0,50.0,8.0
New Mexico,Research & Polling,2024-09-06,2024-09-13,532.0,39.0,49.0,12.0
New Mexico,Research & Polling,2024-10-10,2024-10-18,1024.0,41.0,50.0,9.0
New York,Cygnal,2024-10-26,2024-10-27,600.0,39.0,56.8,4.200000000000003
New York,ActiVote,2024-10-07,2024-10-27,400.0,41.0,59.0,0.0
New York,ActiVote,2024-09-04,2024-09-30,400.0,39.4,60.6,0.0
New York,ActiVote,2024-08-01,2024-08-21,400.0,41.7,58.3,0.0
New York,Emerson,2024-09-23,2024-09-25,1000.0,41.6,55.5,2.8999999999999986
New York,YouGov,2024-10-07,2024-10-17,1089.0,38.0,58.0,4.0
New York,Siena,2024-09-11,2024-09-16,1003.0,41.0,53.5,5.5
New York,Siena,2024-07-28,2024-08-01,1199.0,38.0,51.0,11.0
New York,Siena,2024-10-13,2024-10-17,872.0,38.0,56.0,6.0
North Carolina,Florida Atlantic University/Mainstreet Research,2024-09-05,2024-09-06,692.0,47.0,46.0,7.0
North Carolina,Florida Atlantic University/Mainstreet Research,2024-09-05,2024-09-06,619.0,48.0,47.0,5.0
North Carolina,Bullfinch,2024-09-20,2024-09-23,600.0,48.0,49.0,3.0
North Carolina,Cygnal,2024-10-12,2024-10-14,600.0,47.2,46.6,6.199999999999996
North Carolina,Cygnal,2024-09-15,2024-09-16,600.0,45.6,45.3,9.100000000000001
North Carolina,Cygnal,2024-08-04,2024-08-05,600.0,47.2,44.1,8.699999999999996
North Carolina,ActiVote,2024-09-07,2024-10-06,400.0,49.2,50.8,0.0
North Carolina,ActiVote,2024-08-06,2024-08-31,400.0,50.0,50.0,0.0
North Carolina,AtlasIntel,2024-10-12,2024-10-17,1674.0,48.8,50.0,1.2000000000000028
North Carolina,AtlasIntel,2024-10-25,2024-10-29,1665.0,48.4,48.7,2.8999999999999986
North Carolina,AtlasIntel,2024-09-20,2024-09-25,1173.0,47.7,50.65,1.6499999999999986
North Carolina,Beacon/Shaw,2024-09-20,2024-09-24,991.0,47.5,49.0,3.5
North Carolina,Beacon/Shaw,2024-09-20,2024-09-24,787.0,49.5,48.0,2.5
North Carolina,Beacon/Shaw,2024-08-23,2024-08-26,999.0,49.0,48.0,3.0
North Carolina,Benenson Strategy Group/GS Strategy Group,2024-07-26,2024-08-02,403.0,45.5,47.0,7.5
North Carolina,Benenson Strategy Group/GS Strategy Group,2024-09-19,2024-09-25,411.0,47.5,49.0,3.5
North Carolina,CES / YouGov,2024-10-01,2024-10-25,2308.0,50.0,48.0,2.0
North Carolina,CES / YouGov,2024-10-01,2024-10-25,2330.0,48.0,49.0,3.0
North Carolina,CNN/SSRS,2024-09-20,2024-09-25,931.0,48.0,48.0,4.0
North Carolina,Emerson,2024-09-27,2024-09-28,850.0,49.9,49.1,1.0
North Carolina,Emerson,2024-10-21,2024-10-22,950.0,50.2,48.2,1.5999999999999943
North Carolina,Emerson,2024-10-05,2024-10-08,1000.0,49.9,49.0,1.1000000000000014
North Carolina,Emerson,2024-08-25,2024-08-28,775.0,49.9,49.0,1.1000000000000014
North Carolina,Emerson,2024-09-15,2024-09-18,1000.0,49.3,49.7,1.0
North Carolina,Fabrizio/GBAO,2024-09-28,2024-10-08,600.0,46.5,46.0,7.5
North Carolina,Fabrizio/Impact,2024-09-11,2024-09-17,600.0,49.0,46.5,4.5
North Carolina,Fabrizio/McLaughlin,2024-10-06,2024-10-09,800.0,48.0,47.0,5.0
North Carolina,Focaldata,2024-08-06,2024-08-16,702.0,46.26666666666667,47.93333333333334,5.79999999999999
North Carolina,Focaldata,2024-09-03,2024-09-16,1094.0,50.475,47.144999999999996,2.3800000000000026
North Carolina,Global Strategy Group/North Star Opinion Research,2024-09-23,2024-09-29,401.0,47.5,47.0,5.5
North Carolina,InsiderAdvantage,2024-10-19,2024-10-20,800.0,48.7,46.8,4.5
North Carolina,InsiderAdvantage,2024-08-29,2024-08-31,800.0,49.2,48.4,2.3999999999999986
North Carolina,InsiderAdvantage,2024-09-29,2024-09-30,800.0,49.5,49.3,1.2000000000000028
North Carolina,Marist,2024-09-19,2024-09-24,1348.0,49.0,49.0,2.0
North Carolina,Marist,2024-09-19,2024-09-24,1507.0,48.0,49.0,3.0
North Carolina,Marist,2024-10-17,2024-10-22,1410.0,49.0,48.0,3.0
North Carolina,Marist,2024-10-17,2024-10-22,1226.0,50.0,48.0,2.0
North Carolina,Morning Consult,2024-08-30,2024-09-08,1369.0,47.82,48.22,3.960000000000001
North Carolina,Morning Consult,2024-08-23,2024-08-26,700.0,47.0,48.5,4.5
North Carolina,Morning Consult,2024-08-23,2024-08-26,645.0,48.5,48.5,3.0
North Carolina,Morning Consult,2024-09-19,2024-09-25,828.0,47.5,49.5,3.0
North Carolina,Morning Consult,2024-09-19,2024-09-25,889.0,46.5,49.0,4.5
North Carolina,Morning Consult,2024-10-06,2024-10-15,1072.0,49.0,48.0,3.0
North Carolina,Morning Consult,2024-10-16,2024-10-20,702.0,49.5,48.0,2.5
North Carolina,Morning Consult,2024-10-16,2024-10-20,755.0,49.5,46.5,4.0
North Carolina,Morning Consult,2024-07-24,2024-07-28,706.0,46.5,45.0,8.5
North Carolina,Morning Consult,2024-09-09,2024-09-18,1314.0,47.16,49.33,3.510000000000005
North Carolina,Navigator,2024-07-31,2024-08-08,600.0,47.0,46.0,7.0
North Carolina,Patriot Polling,2024-09-01,2024-09-03,804.0,50.0,47.5,2.5
North Carolina,RMG Research,2024-09-25,2024-09-27,780.0,51.0,47.0,2.0
North Carolina,Redfield & Wilton Strategies,2024-10-20,2024-10-22,679.0,48.0,47.0,5.0
North Carolina,Redfield & Wilton Strategies,2024-09-27,2024-10-02,753.0,47.0,45.0,8.0
North Carolina,Redfield & Wilton Strategies,2024-09-06,2024-09-09,495.0,44.0,45.0,11.0
North Carolina,Redfield & Wilton Strategies,2024-10-12,2024-10-14,620.0,48.0,46.0,6.0
North Carolina,Redfield & Wilton Strategies,2024-10-25,2024-10-27,770.0,48.0,46.0,6.0
North Carolina,Redfield & Wilton Strategies,2024-07-22,2024-07-24,586.0,46.0,43.0,11.0
North Carolina,Redfield & Wilton Strategies,2024-08-25,2024-08-28,812.0,45.0,44.0,11.0
North Carolina,Redfield & Wilton Strategies,2024-10-16,2024-10-18,843.0,48.0,45.0,7.0
North Carolina,Redfield & Wilton Strategies,2024-07-31,2024-08-03,714.0,44.0,41.0,15.0
North Carolina,Redfield & Wilton Strategies,2024-08-12,2024-08-15,601.0,47.0,44.0,9.0
North Carolina,Redfield & Wilton Strategies,2024-09-16,2024-09-19,868.0,48.0,47.0,5.0
North Carolina,Siena/NYT,2024-09-17,2024-09-21,682.0,47.5,46.25,6.25
North Carolina,Siena/NYT,2024-08-09,2024-08-14,655.0,44.75,47.25,8.0
North Carolina,SoCal Strategies,2024-10-20,2024-10-21,702.0,48.7,46.3,5.0
North Carolina,SoCal Strategies,2024-08-26,2024-08-27,612.0,50.0,46.0,4.0
North Carolina,Spry Strategies,2024-08-14,2024-08-20,600.0,46.25,46.85,6.899999999999999
North Carolina,TIPP,2024-09-11,2024-09-13,973.0,48.9,45.9,5.200000000000003
North Carolina,Trafalgar Group,2024-09-11,2024-09-12,1094.0,48.4,46.0,5.600000000000001
North Carolina,Trafalgar Group,2024-10-25,2024-10-28,1091.0,49.4,46.2,4.399999999999999
North Carolina,Trafalgar Group,2024-08-06,2024-08-08,1082.0,48.9,45.2,5.899999999999999
North Carolina,Trafalgar Group,2024-10-10,2024-10-13,1085.0,46.5,44.6,8.899999999999999
North Carolina,Washington Post/George Mason University,2024-09-30,2024-10-15,965.0,49.5,46.0,4.5
North Carolina,Victory Insights,2024-09-16,2024-09-18,600.0,48.5,44.9,6.600000000000001
North Carolina,East Carolina University,2024-09-23,2024-09-26,1005.0,49.4,47.1,3.5
North Carolina,East Carolina University,2024-08-26,2024-08-28,920.0,47.6,46.9,5.5
